Gene ID,Gene Symbol,WT Control,WT Fracture,DTR Control,DTR fracture,LogFC WT Fx vs WT Ctrl,LogFC DTR Fx vs WT FX,LogFC DTR Fx vs DTR Ctrl,LogFC DTR Ctrl vs WT Ctrl,SD WT Control,SD WT Fracture,SD DTR Control,SD DTR Fracture,SEM WT Control,SEM WT Fracture,SEM DTR Control,SEM DTR Fracture
ENSMUSG00000106106.3,,254432,251600.6,240331.3333,334488.3333,-0.0161,0.4108,0.4769,-0.0823,90665.6598,64302.1617,36505.3181,142359.2225,40546.9157,28756.8009,21076.3552,82191.1354
ENSMUSG00000106108.1,Gm43221,25,25.2,43.66666667,22.66666667,0.0115,-0.1529,-0.9460,0.8046,18.0000,7.1903,11.9304,23.8607,8.0498,3.2156,6.8880,13.7760
ENSMUSG00000106110.1,Gm43571,19.8,14,15.66666667,42,-0.5001,1.5850,1.4227,-0.3378,9.3915,4.6368,10.5987,42.1545,4.2000,2.0736,6.1192,24.3379
ENSMUSG00000106115.1,Gm43420,40.4,29.2,56,34.33333333,-0.4684,0.2336,-0.7058,0.4711,17.0822,8.7006,42.3320,24.8261,7.6394,3.8910,24.4404,14.3333
ENSMUSG00000106149.1,Gm43430,47,54.4,77.66666667,41,0.2109,-0.4080,-0.9217,0.7246,22.3607,9.7365,38.0832,36.7560,10.0000,4.3543,21.9874,21.2211
ENSMUSG00000106153.1,Gm43677,17.6,14.6,29.66666667,12,-0.2696,-0.2829,-1.3058,0.7533,10.4547,10.7842,32.5935,10.5357,4.6755,4.8229,18.8178,6.0828
ENSMUSG00000106164.1,9430085M18Rik,5,11.4,12.66666667,15,1.1890,0.3959,0.2439,1.3410,5.7446,6.0249,11.6762,3.6056,2.5690,2.6944,6.7412,2.0817
ENSMUSG00000106186.1,Gm43627,12,12.4,25.33333333,10.66666667,0.0473,-0.2172,-1.2479,1.0780,9.8234,7.7330,5.5076,12.8970,4.3932,3.4583,3.1798,7.4461
ENSMUSG00000106190.1,Gm20768,35.8,16,15,32,-1.1619,1.0000,1.0931,-1.2550,34.6078,5.6569,1.0000,32.9697,15.4771,2.5298,0.5774,19.0351
ENSMUSG00000106205.1,C230096K16Rik,171.8,207,177.3333333,153.3333333,0.2689,-0.4330,-0.2098,0.0457,32.9727,59.6364,22.8546,26.1024,14.7458,26.6702,13.1951,15.0702
ENSMUSG00000106224.1,Gm43823,13.6,13,25,45.33333333,-0.0651,1.8021,0.8586,0.8783,6.0663,6.2849,10.8167,22.7450,2.7129,2.8107,6.2450,13.1318
ENSMUSG00000106229.1,Gm19409,24.8,12,11.66666667,11.33333333,-1.0473,-0.0825,-0.0418,-1.0879,30.0200,6.0415,3.5119,5.5076,13.4253,2.7019,2.0276,3.1798
ENSMUSG00000106247.1,Gm43720,19.6,26.4,21.66666667,11.33333333,0.4297,-1.2200,-0.9349,0.1446,18.0638,14.5190,13.8684,4.5092,8.0784,6.4931,8.0069,2.6034
ENSMUSG00000106254.1,Gm42907,44,40.2,39.66666667,56,-0.1303,0.4782,0.4975,-0.1496,24.8093,13.5351,22.8108,17.0587,11.0950,6.0531,13.1698,9.8489
ENSMUSG00000106288.1,Gm43593,18,23.8,19.66666667,17,0.4030,-0.4854,-0.2102,0.1278,9.3541,14.2373,7.3711,4.5826,4.1833,6.3671,4.2557,2.6458
ENSMUSG00000106317.1,Gm43848,20.6,22.8,22,33,0.1464,0.5334,0.5850,0.0949,14.3283,13.2552,12.1244,11.2694,6.4078,5.9279,7.0000,6.5064
ENSMUSG00000106375.1,Gm43361,108.6,94.4,134.6666667,142,-0.2022,0.5890,0.0765,0.3104,25.5597,23.2766,32.1299,72.1318,11.4307,10.4096,18.5502,41.6453
ENSMUSG00000106391.1,Gm42690,42.2,43.2,62.33333333,64,0.0338,0.5670,0.0381,0.5628,9.6799,26.4802,20.0083,33.8083,4.3290,11.8423,11.5518,19.5192
ENSMUSG00000106415.1,Gm42893,11.8,12,9,11.66666667,0.0242,-0.0406,0.3744,-0.3908,7.0498,6.8191,8.8882,9.2376,3.1528,3.0496,5.1316,5.3333
ENSMUSG00000106427.1,Gm42820,42,25.6,66.66666667,39,-0.7142,0.6073,-0.7735,0.6666,24.8495,12.8569,28.0416,38.9744,11.1131,5.7498,16.1898,22.5019
ENSMUSG00000106446.1,Gm42970,30.6,10.8,14,12.33333333,-1.5025,0.1915,-0.1829,-1.1281,35.4514,5.7184,13.5277,11.2398,15.8543,2.5573,7.8102,6.4893
ENSMUSG00000106451.1,Gm42934,10,12.2,28.33333333,17,0.2869,0.4787,-0.7370,1.5025,8.6023,8.1670,10.0664,24.4336,3.8471,3.6524,5.8119,14.1067
ENSMUSG00000106475.1,Gm43011,21.2,27.2,52.33333333,34.66666667,0.3595,0.3499,-0.5942,1.3037,18.5796,8.7579,5.5076,23.9653,8.3090,3.9166,3.1798,13.8363
ENSMUSG00000106536.1,Gm42508,6.8,12.4,11,7.666666667,0.8667,-0.6937,-0.5208,0.6939,6.3008,6.3087,4.5826,9.8658,2.8178,2.8213,2.6458,5.6960
ENSMUSG00000106543.1,Gm43378,30,23.6,27.66666667,20,-0.3462,-0.2388,-0.4681,-0.1168,11.3798,9.5026,15.5349,6.0828,5.0892,4.2497,8.9691,3.5119
ENSMUSG00000106574.1,Gm2451,25.8,31.2,22.33333333,21.66666667,0.2742,-0.5261,-0.0437,-0.2082,16.1771,13.8275,11.0604,8.7369,7.2346,6.1838,6.3857,5.0442
ENSMUSG00000106590.1,Gm42879,22,19.6,14,18,-0.1666,-0.1229,0.3626,-0.6521,9.9750,14.8425,5.5678,15.5242,4.4609,6.6378,3.2146,8.9629
ENSMUSG00000106617.1,Gm36266,13.4,16,7.333333333,29.33333333,0.2558,0.8745,2.0000,-0.8697,9.8641,1.2247,5.0332,14.2244,4.4113,0.5477,2.9059,8.2125
ENSMUSG00000106636.1,Gm43813,90.6,92.4,133,69.66666667,0.0284,-0.4074,-0.9329,0.5538,49.3437,49.2879,61.5061,16.5025,22.0672,22.0422,35.5106,9.5277
ENSMUSG00000106648.1,Gm43176,18.6,16.6,20.33333333,23,-0.1641,0.4705,0.1778,0.1285,9.2358,10.9453,7.6376,13.2288,4.1304,4.8949,4.4096,7.6376
ENSMUSG00000106662.1,Gm43034,12.6,13.6,15,20.66666667,0.1102,0.6037,0.4623,0.2515,3.5777,7.6354,13.0767,14.8436,1.6000,3.4147,7.5498,8.5700
ENSMUSG00000106665.1,Gm43389,12.4,12.2,11,9.333333333,-0.0235,-0.3864,-0.2370,-0.1728,14.0107,7.5961,11.5326,5.0332,6.2658,3.3971,6.6583,2.9059
ENSMUSG00000106678.1,Gm43457,11.8,14.2,14,16,0.2671,0.1722,0.1926,0.2466,9.7314,8.2280,5.0000,15.1327,4.3520,3.6797,2.8868,8.7369
ENSMUSG00000106680.1,Gm43852,110.2,133.4,194,87.66666667,0.2756,-0.6057,-1.1460,0.8159,73.9946,31.2938,66.1211,48.3356,33.0914,13.9950,38.1750,27.9066
ENSMUSG00000106687.5,Dgcr8,64.6,80.2,56.66666667,58,0.3121,-0.4675,0.0336,-0.1890,38.8497,21.6956,8.0829,14.0000,17.3741,9.7026,4.6667,8.0829
ENSMUSG00000106691.1,2700029L08Rik,172.2,196.8,244.6666667,154,0.1926,-0.3538,-0.6679,0.5067,51.1292,52.5757,91.3473,80.5419,22.8657,23.5125,52.7394,46.5009
ENSMUSG00000106695.4,Men1,83.2,84.4,69.33333333,61.33333333,0.0207,-0.4606,-0.1769,-0.2630,75.9520,58.8753,58.1406,72.9475,33.9667,26.3298,33.5675,42.1162
ENSMUSG00000106696.1,Gm42729,35.2,27,30,50.66666667,-0.3826,0.9081,0.7561,-0.2306,19.7661,11.7686,15.0000,63.0899,8.8397,5.2631,8.6603,36.4250
ENSMUSG00000106702.1,Gm42846,39.6,27,44.66666667,23,-0.5525,-0.2313,-0.9576,0.1737,43.1196,8.3367,4.0415,15.3948,19.2837,3.7283,2.3333,8.8882
ENSMUSG00000106715.3,Tmem265,11.8,13.4,16.66666667,4.666666667,0.1834,-1.5218,-1.8365,0.4982,8.8994,3.8471,6.4291,7.2342,3.9799,1.7205,3.7118,4.1767
ENSMUSG00000106717.1,Gm42798,14.4,24,33,3.333333333,0.7370,-2.8480,-3.3074,1.1964,5.6391,6.2048,14.9332,5.7735,2.5219,2.7749,8.6217,3.3333
ENSMUSG00000106722.3,Sf1,401.8,439.4,410.6666667,326,0.1291,-0.4307,-0.3331,0.0315,206.0163,83.1342,103.5004,132.5028,92.1333,37.1788,59.7560,76.5005
ENSMUSG00000106732.1,Gm43792,12.6,13.4,13.33333333,12.33333333,0.0888,-0.1197,-0.1125,0.0816,7.4027,6.1074,14.6401,11.2398,3.3106,2.7313,8.4525,6.4893
ENSMUSG00000106734.3,Gm20559,252.8,163,310,373.6666667,-0.6331,1.1969,0.2695,0.2943,48.1529,34.0588,58.6600,193.0708,21.5346,15.2315,33.8674,111.4695
ENSMUSG00000106739.1,Gm43499,23.6,25,16.33333333,6.333333333,0.0831,-1.9809,-1.3668,-0.5310,21.9727,15.8588,16.0104,1.1547,9.8265,7.0922,9.2436,0.6667
ENSMUSG00000106751.1,Gm42467,42.2,47.4,39.33333333,45,0.1676,-0.0750,0.1942,-0.1015,19.0184,14.7241,10.7858,33.0454,8.5053,6.5848,6.2272,19.0788
ENSMUSG00000106820.1,D5Ertd605e,94.6,189.6,149.3333333,123.6666667,1.0030,-0.6165,-0.2721,0.6586,32.0359,49.4702,42.0991,76.1730,14.3269,22.1237,24.3059,43.9785
ENSMUSG00000106825.1,2510016D11Rik,10.4,11.8,16,25.66666667,0.1822,1.1211,0.6818,0.6215,3.5071,4.8683,7.2111,24.6644,1.5684,2.1772,4.1633,14.2400
ENSMUSG00000106831.1,Ube2n-ps1,18.2,36.6,40.66666667,31.66666667,1.0079,-0.2089,-0.3609,1.1599,17.4557,2.9665,8.0208,6.6583,7.8064,1.3266,4.6308,3.8442
ENSMUSG00000106837.1,D630030B08Rik,32,27,57.66666667,40.33333333,-0.2451,0.5790,-0.5158,0.8497,28.4693,1.8708,25.5016,52.7763,12.7318,0.8367,14.7234,30.4704
ENSMUSG00000106847.1,Peg13,153.2,119.6,76.66666667,69.33333333,-0.3572,-0.7866,-0.1451,-0.9987,65.3621,18.8229,45.7857,37.5011,29.2308,8.4178,26.4344,21.6513
ENSMUSG00000106850.4,Map4k2,133.6,121,141,105,-0.1429,-0.2046,-0.4253,0.0778,47.1890,6.2849,25.2389,81.9024,21.1036,2.8107,14.5717,47.2864
ENSMUSG00000106856.1,Gm43761,39.6,29.2,34.33333333,41,-0.4395,0.4897,0.2560,-0.2059,13.3903,11.9457,4.9329,27.8388,5.9883,5.3423,2.8480,16.0728
ENSMUSG00000106859.1,Gm42737,19.8,14.2,12.66666667,32.33333333,-0.4796,1.1871,1.3520,-0.6445,10.8490,8.4971,14.3643,18.8768,4.8518,3.8000,8.2932,10.8985
ENSMUSG00000106864.3,Gtf3c2,537.8,508.6,545.3333333,393.3333333,-0.0805,-0.3708,-0.4714,0.0201,207.2226,85.9436,222.4462,339.8372,92.6728,38.4351,128.4294,196.2051
ENSMUSG00000106870.1,Gm43681,55.8,63,45.33333333,104.3333333,0.1751,0.7278,1.2026,-0.2997,35.2236,19.4294,29.5353,90.1795,15.7525,8.6891,17.0522,52.0651
ENSMUSG00000106874.1,Gm20186,54.8,49.8,41.33333333,57,-0.1380,0.1948,0.4637,-0.4069,24.8032,19.5627,9.0738,6.5574,11.0923,8.7487,5.2387,3.7859
ENSMUSG00000106891.1,Gm43460,40,34.6,41,47.33333333,-0.2092,0.4521,0.2072,0.0356,15.9531,9.3968,26.2869,33.0807,7.1344,4.2024,15.1767,19.0992
ENSMUSG00000106907.4,Atg2a,73.8,81.8,79.66666667,66.66666667,0.1485,-0.2951,-0.2570,0.1104,34.4775,16.4833,8.5049,20.5994,15.4188,7.3716,4.9103,11.8930
ENSMUSG00000106911.1,Snrnp40,267.8,351.2,312,195.6666667,0.3911,-0.8439,-0.6731,0.2204,154.4335,8.4083,24.2693,132.9148,69.0648,3.7603,14.0119,76.7384
ENSMUSG00000106918.3,Mrpl33,777.8,566,577,884.3333333,-0.4586,0.6438,0.6160,-0.4308,466.2024,91.3044,106.2262,503.5894,208.4921,40.8326,61.3297,290.7475
ENSMUSG00000106928.1,Gm43860,19.4,15.2,18,3,-0.3520,-2.3410,-2.5850,-0.1081,13.0499,7.7910,4.5826,3.6056,5.8361,3.4843,2.6458,2.0817
ENSMUSG00000106933.1,Gm43621,74.2,60,86,91,-0.3065,0.6009,0.0815,0.2129,21.0523,16.6883,20.0000,5.1962,9.4149,7.4632,11.5470,3.0000
ENSMUSG00000106943.2,Dancr,176.4,215.4,285.6666667,345.6666667,0.2882,0.6824,0.2750,0.6955,49.7172,79.1505,83.7695,196.0417,22.2342,35.3972,48.3644,113.1847
ENSMUSG00000106946.1,Gm42856,152,214,364.6666667,204,0.4935,-0.0690,-0.8380,1.2625,101.1929,67.7348,38.7857,111.9062,45.2548,30.2919,22.3930,64.6091
ENSMUSG00000106951.1,5930430L01Rik,6.4,17,19,8,1.4094,-1.0875,-1.2479,1.5699,5.9414,7.5829,6.2450,9.5394,2.6571,3.3912,3.6056,5.5076
ENSMUSG00000106962.1,Gm43633,10.6,11.2,11.66666667,6.333333333,0.0794,-0.8225,-0.8814,0.1383,9.3968,4.4385,7.7675,4.0415,4.2024,1.9849,4.4845,2.3333
ENSMUSG00000106976.1,Gm42963,12.4,17.2,17.33333333,3.666666667,0.4721,-2.2299,-2.2410,0.4832,10.5262,7.6942,12.2202,4.7258,4.7074,3.4409,7.0553,2.7285
ENSMUSG00000107000.1,Gm43481,275.4,294,428,403.6666667,0.0943,0.4573,-0.0844,0.6361,66.1347,29.7069,90.9670,152.1589,29.5763,13.2853,52.5198,87.8490
ENSMUSG00000107002.1,0610012G03Rik,1050.2,1324.8,1702,1685,0.3351,0.3470,-0.0145,0.6966,176.1454,365.4815,535.2299,727.5191,78.7746,163.4483,309.0151,420.0333
ENSMUSG00000107023.2,Gm42715,153.4,192.6,203.6666667,154,0.3283,-0.3227,-0.4033,0.4089,62.0105,18.3248,51.0327,113.7673,27.7319,8.1951,29.4637,65.6836
ENSMUSG00000107039.1,Ehd1,15.4,20.2,45,47,0.3914,1.2183,0.0627,1.5470,10.9909,5.4037,19.9750,19.5192,4.9153,2.4166,11.5326,11.2694
ENSMUSG00000107041.1,Gm42735,22.2,23.4,50,21,0.0759,-0.1561,-1.2515,1.1714,13.2363,12.5419,17.6918,18.0278,5.9195,5.6089,10.2144,10.4083
ENSMUSG00000107054.1,C730045M19Rik,11.2,20,25,18.33333333,0.8365,-0.1255,-0.4475,1.1584,7.1903,9.0554,18.2483,12.0139,3.2156,4.0497,10.5357,6.9362
ENSMUSG00000107055.1,Nckipsd,211.2,197.8,210.6666667,166.3333333,-0.0946,-0.2500,-0.3409,-0.0036,114.8573,71.9840,43.8786,98.8045,51.3657,32.1922,25.3333,57.0448
ENSMUSG00000107068.1,Gm42742,415.6,320,336,223.6666667,-0.3771,-0.5167,-0.5871,-0.3067,451.1489,307.6386,317.4917,387.4020,201.7599,137.5802,183.3039,223.6667
ENSMUSG00000107083.1,Gm43313,14.8,18.6,28.66666667,11.66666667,0.3297,-0.6729,-1.2970,0.9538,12.7161,4.9800,23.0290,13.2791,5.6868,2.2271,13.2958,7.6667
ENSMUSG00000107086.1,Gm43808,47.4,37.8,82.66666667,54,-0.3265,0.5146,-0.6143,0.8024,37.0850,10.4259,26.5581,25.8650,16.5849,4.6626,15.3333,14.9332
ENSMUSG00000107109.1,Gm42571,15.4,10.4,26.33333333,1,-0.5663,-3.3785,-4.7188,0.7740,4.6152,6.2690,16.5025,1.0000,2.0640,2.8036,9.5277,0.5774
ENSMUSG00000107121.1,1110006O24Rik,47.6,98.4,88.66666667,55.66666667,1.0477,-0.8218,-0.6716,0.8974,9.5812,35.1468,26.5016,17.9536,4.2849,15.7181,15.3007,10.3655
ENSMUSG00000107136.1,Gm42466,22,34.2,41.33333333,57.33333333,0.6365,0.7454,0.4721,0.9098,16.5982,16.0997,14.4684,17.6730,7.4229,7.2000,8.3533,10.2035
ENSMUSG00000107138.3,Slc26a6,30.4,31.4,43.66666667,54.66666667,0.0467,0.7999,0.3241,0.5225,8.4439,8.4735,17.0392,15.1767,3.7762,3.7895,9.8376,8.7623
ENSMUSG00000107143.1,Gm6598,161.2,159.4,165.3333333,214.3333333,-0.0162,0.4272,0.3745,0.0365,65.9674,63.0658,23.4592,94.6485,29.5015,28.2039,13.5442,54.6453
ENSMUSG00000107155.1,Gm43793,12.2,8.8,21,5,-0.4713,-0.8156,-2.0704,0.7835,4.9699,7.3280,9.5394,1.0000,2.2226,3.2772,5.5076,0.5774
ENSMUSG00000107168.1,Gm42507,40.6,17,16,13.66666667,-1.2559,-0.3149,-0.2274,-1.3434,40.3522,10.1980,2.6458,15.0444,18.0461,4.5607,1.5275,8.6859
ENSMUSG00000107176.1,Gm9794,103.4,78.4,99.33333333,179,-0.3993,1.1910,0.8496,-0.0579,81.0358,34.8253,13.6504,124.0121,36.2403,15.5743,7.8811,71.5984
ENSMUSG00000107195.1,4930589O11Rik,18.8,26.8,33.33333333,2.666666667,0.5115,-3.3291,-3.6439,0.8262,11.2783,11.7558,19.8578,2.5166,5.0438,5.2574,11.4649,1.4530
ENSMUSG00000107201.1,5930420M18Rik,32,29.4,35.66666667,41.33333333,-0.1223,0.4915,0.2127,0.1565,20.4328,21.6402,15.3731,46.4901,9.1378,9.6778,8.8757,26.8411
ENSMUSG00000107205.1,Gm42576,67,71.6,121,72.66666667,0.0958,0.0213,-0.7356,0.8528,35.0357,14.7411,75.2861,58.0546,15.6684,6.5924,43.4665,33.5178
ENSMUSG00000107215.1,Gm43197,7.6,7,40.66666667,12.33333333,-0.1186,0.8171,-1.7213,2.4198,8.6487,5.2915,16.7730,1.5275,3.8678,2.3664,9.6839,0.8819
